username,total_score,categ1,categ2,categ3,categ4,articles1,articles2,articles3,articles4,articles5,articles6,articles7,articles8,articles9,articles10
Clem23,521.0,Geography,Government,Economy,History,"['Škofja Loka', 2]","['Juriques', 2]","['Russell Kun', 1]","['Alko', 1]","['Negros (island)', 1]","['Rantasalmi', 1]","['Valga County', 1]","['Svans', 1]","['Åland official football team', 1]","['Launceston', 1]"
ClemRutter,805.0,Technology,Architecture,Politics,Education,"['Naturism', 354]","['Sundial', 284]","['Grenfell Tower Inquiry', 261]","['Thames sailing barge', 225]","['Public housing in the United Kingdom', 220]","['Secondary education', 208]","['List of mills owned by the Lancashire Cotton Corporation Limited', 177]","['List of mills in Tameside', 169]","['List of textile mills in Cheshire', 166]","['Textile manufacture during the British Industrial Revolution', 165]"
Clementina,636.0,Literature,Places,People,Entertainment,"['Grand Canyon', 5]","['List of supporting Harry Potter characters', 4]","['A Rose for Emily', 4]","['Mount Kumgang', 4]","['The Adventures of Tom Sawyer', 3]","['My Life in Orange', 3]","['The Sea of Monsters', 3]","['Johnny Tremain', 3]","['Hermione Granger', 3]","['Fahrenheit 451', 3]"
Cleonis,648.0,Science,Physics,Engineering,Technology,"['Coriolis force', 118]","['Sagnac effect', 43]","['Eötvös effect', 38]","['Foucault pendulum', 33]","['Fictitious force', 32]","['Mass flow meter', 27]","['Introduction to angular momentum', 23]","['Rotational–vibrational coupling', 17]","['Equatorial bulge', 17]","['Centrifugal force (rotating reference frame)', 15]"
Climie.ca,641.0,History,Military,Government,Geography,"['Battle of Verrières Ridge', 405]","['Fusō-class battleship', 250]","['Operation Tractable', 186]","['Moro River campaign', 133]","['Japanese battleship Yamato', 120]","['Japanese battleship Haruna', 105]","['2nd Canadian Division during World War II', 89]","['Yamato-class battleship', 84]","['Operation Totalize', 69]","['Operation Lüttich', 50]"
ClockworkSoul,855.0,Science,Health,Education,Food and drink,"['Caffeine', 291]","['Chemical warfare', 246]","['Stony Brook University', 81]","['George W. Bush', 73]","['Wikipedia', 48]","['Carbohydrate', 48]","['Beer', 46]","['Cell membrane', 45]","['Cell nucleus', 42]","['Mustard gas', 40]"
CloneDeath,372.0,Technology,Concepts,Information,Entertainment,"['OpenGL Utility Toolkit', 6]","['Hexadecimal', 5]","['Theory of relativity', 4]","['Timeline of programming languages', 2]","['List of Linux distributions', 2]","['Konsole', 2]","['Silent Möbius', 1]","['Springfield, Massachusetts', 1]","['Stub', 1]","['Dungeons & Dragons', 1]"
Closedmouth,1127.0,Religion,Philosophy,People,Time,"['Culturally significant words and phrases from The Simpsons', 322]","['Rahul', 161]","['Ed Kavalee', 68]","['Large Hadron Collider', 60]","['Uwe Boll', 59]","['Life of Ryan', 55]","['AD 69', 50]","['Zooey Deschanel', 45]","['List of people claimed to be Jesus', 44]","['42 (number)', 42]"
CloudNine,741.0,Entertainment,Music,Technology,Lists,"['Pixies (band)', 904]","['Black Francis', 626]","['Pearl Jam', 386]","['Technology', 385]","['Doolittle (album)', 349]","['Bam Thwok', 236]","['Surfer Rosa', 219]","['Joey Santiago', 215]","['Monkey Gone to Heaven', 192]","['Henry Rollins', 190]"
Cloudbound,910.0,Business,Entertainment,Mass media,Travel,"['Great Western Railway (train operating company)', 247]","['Virgin Atlantic', 213]","['BBC News', 209]","['History of BBC television idents', 200]","['British Airways', 192]","['BBC News (UK TV channel)', 163]","['British Midland International', 150]","['BBC News (international TV channel)', 136]","['Santander UK', 133]","['HMV', 117]"
Cloveapple,684.0,Culture,Society,Business,Mass media,"['Eatyourkimchi', 104]","['Bronx Recognizes Its Own Award', 52]","['List of comics publishing companies', 41]","['Justin Murphy (comics)', 28]","['Blood on the Forge', 25]","['Migdia Chinea Varela', 23]","['Rubby Pérez', 22]","['Taddle Creek (magazine)', 19]","['Roschier', 18]","['Amazon Bookstore Cooperative', 15]"
Clovis,100.0,,,,,,,,,,,,,,
ClovisPt,540.0,History,Science,Culture,Concepts,"['Pre-Columbian transoceanic contact theories', 224]","['Yeti', 143]","['Bigfoot', 122]","['List of cryptids', 114]","['Ancient astronauts', 108]","['Eldridge Cleaver', 84]","['Zheng He', 72]","['Cryptozoology', 70]","['Mokele-mbembe', 68]","['Pre-Columbian Africa-Americas contact theories', 68]"
Clpo13,1279.0,People,Academic disciplines,Geography,Lists,"['John E. Corbally', 62]","['C. X. Larrabee', 43]","['Amazon Lumberyard', 32]","['Jeanne Bellamy', 32]","['Arthur Nock', 28]","['William Pratt Graham', 26]","['Alex Jones', 24]","['List of oldest living people', 23]","['Miss Universe 2015', 23]","['Nelson Bennett', 22]"
Clt13,430.0,Education,Politics,Culture,Geography,"['Thanu Padmanabhan', 11]","['Socialist Unity Centre of India (Communist)', 8]","['Education in Thrissur District', 7]","['T. Padmanabhan', 4]","['Kollam', 4]","['Kozhikode', 3]","['Arundhati Roy', 3]","['C. K. Janu', 3]","['Calicut University', 3]","['Kasaragod', 3]"
CltFn,643.0,Religion,History,Culture,Politics,"['Islam in the United States', 204]","[""Bat Ye'or"", 179]","['Hagarism', 149]","['Ibn Warraq', 67]","['Robert B. Spencer', 57]","['Mahomet (play)', 56]","['2006 Ontario terrorism plot', 54]","['Asra Nomani', 52]","['Al-Khwarizmi', 51]","['Christoph Luxenberg', 51]"
ClubOranje,870.0,Sports,People,List,Geography,"[""List of New Zealand men's international footballers"", 158]","[""List of New Zealand women's international footballers"", 151]","[""New Zealand men's national football team"", 115]","['Luka Modrić', 110]","['Giovani dos Santos', 95]","['Robbie Keane', 81]","[""New Zealand women's national football team"", 69]","['Roman Pavlyuchenko', 58]","['2019 FIFA U-17 World Cup', 57]","['Shane Smeltz', 53]"
Cluetrainwoowoo,285.0,Society,Law,Religion,Human behavior,"['Southern Poverty Law Center', 8]","['Day of Silence', 3]","['Homosexuality in the Hebrew Bible', 3]","['Glory hole', 3]","['Faithful Word Baptist Church', 3]","['Westboro Baptist Church', 2]","['Parents Action League', 2]","['You Can Run But You Cannot Hide International', 2]","['Gay agenda', 1]","['Scott Lively', 1]"
Clyde,100.0,,,,,,,,,,,,,,
Cma,516.0,Humanities,People,Education,History,"['José Rizal', 8]","['Miguel López de Legazpi', 7]","['Ateneo de Manila University', 7]","['Shigeru Miyamoto', 7]","['Lapulapu', 6]","['Jack Thompson (activist)', 5]","['Shipping (fandom)', 5]","['José Burgos', 5]","['Malabon', 5]","['El filibusterismo', 4]"
Cmach7,450.0,History,List,Literature,Government,"['List of French monarchs', 39]","['List of medieval composers', 22]","['Inkheart', 13]","['List of English monarchs', 12]","['Aimery I of Châtellerault', 10]","['Family tree of French monarchs (simplified)', 9]","['Aénor de Châtellerault', 9]","['List of Spanish monarchs', 8]","['Malcolm II of Scotland', 7]","['List of Portuguese monarchs', 7]"
Cmadler,755.0,Sports,History,Music,Culture,"['Dynasty (sports)', 346]","['Paul Laurence Dunbar High School (Lexington, Kentucky)', 150]","['Eastern Michigan Eagles football', 147]","['2010 Mid-American Conference football season', 135]","['American Civil War reenactment', 118]","['Bluegrass music', 116]","['Mount Hope Estate', 105]","['Depot Town', 102]","['Historical reenactment', 90]","['List of historical reenactment groups', 89]"
Cmapm,661.0,History,Military,Science,Technology,"['Soviet Union', 126]","['Samantha Smith', 85]","['1980 Summer Olympics', 84]","['Nellie Kim', 79]","['List of Dynamo Sports Club sportspeople', 79]","['Yelena Davydova', 73]","['Sputnik 1', 67]","['Artistic gymnastics', 44]","['Yuri Gagarin', 43]","['Ludmilla Tourischeva', 43]"
Cmckain14,616.0,Government,Education,Geography,Society,"['Snowline Joint Unified School District', 193]","['Alaska House of Representatives', 50]","['Pinon Mesa Middle School', 37]","['Quail Valley Middle School', 36]","['Alaska State Senate', 34]","['Serrano High School', 30]","['List of United States presidential elections by popular vote margin', 25]","['South Dakota House of Representatives', 21]","['Chaparral High School (Phelan, California)', 20]","['Kentucky Senate', 18]"
Cmouse,568.0,Entertainment,Literature,Information,Nature,"['Christopher Paolini', 19]","['Stairway to Heaven', 18]","['Eragon', 16]","['MuggleNet', 12]","['Whitewater controversy', 8]","['Natural language processing', 8]","['Severus Snape', 7]","['Jason Robert Brown', 7]","['Science fair', 7]","['Led Zeppelin', 7]"
Cncmaster,888.0,Technology,Engineering,Science,Life,"['Honda VFR750R', 11]","['Executive Office of the President of the United States', 10]","['Fat Bastard', 5]","['Ring of Fire', 4]","['Michael Thomas (American musician)', 4]","['The Miz', 4]","['Bioluminescence', 4]","['Humphrey Ikin', 3]","['Taiwanese Electric Flower Car', 3]","['Fairholme College', 3]"
Cncplayer,102.0,,,,,,,,,,,,,,
Cntras,815.0,Culture,Entertainment,People,History,"['Hip hop (culture)', 71]","['Allstar Weekend', 43]","['Towel Day', 30]","['Hopsin', 20]","['Wild Style', 19]","['Turin School of Development', 16]","['Ghetts', 16]","['Adolescent Family Life Act', 16]","['Star Slinger', 15]","['The Wanted', 14]"
Cnwb,786.0,Music,Education,Mass media,Places,"['List of noise musicians', 65]","['Lee Harding', 32]","['Anglican Church Grammar School', 20]","['Brisbane Grammar School', 13]","['Rove McManus', 13]","['Coopernook, New South Wales', 12]","['AC/DC', 10]","['Bobby Flynn', 10]","['Big Brother (Australian TV series) season 6', 10]","['Flies Inside the Sun', 9]"
Cnyborg,541.0,Military,Government,Geography,People,"['Battle of Guadalajara', 8]","['Anthony Zaccaria', 6]","['Forest of Dean District', 5]","['Bolgatanga', 4]","['Jens Stoltenberg', 4]","['Bishop of Rochester (title)', 4]","['Sevenoaks District', 4]","['Borough of Berwick-upon-Tweed', 4]","[""King's Head Inn, Aylesbury"", 3]","['Buckingham', 3]"
Coasterlover1994,824.0,Education,Lists,Science,Society,"['Lancaster High School (New York)', 44]","['List of county routes in Erie County, New York (321–352)', 35]","['List of county routes in Erie County, New York (225–256)', 12]","['Pingu', 10]","['Pretty Little Liars (book series)', 9]","['UFC 116', 9]","['Mojtaba Jabbari', 9]","['Ni Hao, Kai-Lan', 8]","['Calcium, New York', 8]","['Evacuations of civilians in Britain during World War II', 7]"
Coasttocoast,682.0,Technology,Media and communications,Disaster,Games,"['List of Gizmondo games', 79]","['List of N-Gage games', 67]","['2008 Ijegun pipeline explosion', 46]","['Ben Maller', 46]","['GameSpot', 42]","['Eight Days', 37]","['Summit Fire (2008)', 34]","['Jackass Number Two', 32]","['2006 Chicago Bears season', 29]","['Giant Bomb', 29]"
Coburnpharr04,510.0,Politics,Religion,Law,Music,"[""Guns N' Roses"", 225]","['Aníbal Acevedo Vilá', 126]","['Pedro Rosselló', 98]","['Supreme Court of Puerto Rico', 70]","['Stryper', 63]","['Sila María Calderón', 63]","['Luis Muñoz Marín', 51]","['Supreme Court of the United States', 49]","['Filiberto Ojeda Ríos', 46]","['Pope Benedict XVI', 46]"
Cocoaguy,967.0,,,,,"['T. J. Goree', 44]","['2018 Crozet, Virginia, train crash', 37]","[""Roy Mustang's Unit"", 35]","['James McCune Smith', 31]","['Florida International University pedestrian bridge collapse', 18]","['Summit School (Queens)', 15]","['Aqib Khan', 14]","['Ray Kidder', 13]","['NGC 3938', 12]","['New Hampshire State Hospital', 12]"
Cocytus,805.0,Sports,People,,,"['Samir Nasri', 40]","['David Villa', 37]","['Harry Kewell', 36]","['Midfielder', 32]","['Aiden McGeady', 30]","['Robbie Keane', 29]","['Jamie Carragher', 22]","['Emmanuel Adebayor', 21]","['Gianluigi Buffon', 20]","['FC Porto', 20]"
Code,120.0,Architecture,Places,Art,Technology,"['Museum for Architectural Drawing', 1]","['Altes Stadthaus, Berlin', 1]","['Landgericht Berlin', 1]","['Canon EOS 300', 1]","['Zwenkauer See', 1]","['Konzerthaus Berlin', 1]",,,,
CodeMonk,426.0,Arts and entertainment,Philosophy,Education,Culture,"['Vladimir Horowitz', 4]","['George Gurdjieff', 3]","['Russia', 2]","['Runglish', 2]","['Anointing of the sick', 2]","['UWF International', 2]","['Faces of Death', 2]","['Baptism', 2]","['Coursera', 2]","['Louis Leon Thurstone', 1]"
Codf1977,812.0,Religion,Education,Geography,Politics,"['Islam4UK', 55]","['Anjem Choudary', 40]","['Aberystwyth University', 39]","['Bedford School', 32]","['List of converts to Islam', 31]","['New Malden', 28]","['World Universities Debating Championship', 23]","['Aberystwyth', 19]","['2009 Swiss minaret referendum', 18]","['University of Wisconsin–Milwaukee School of Information Studies', 17]"
Coelacan,995.0,Entertainment,Philosophy,Law,Society,"['Whoopi Goldberg', 28]","['Pornography addiction', 26]","['Susan Stanton', 26]","['Ted Haggard', 25]","['What the Bleep Do We Know!?', 20]","['Richard Dawkins', 20]","['Negative and positive atheism', 18]","['List of topics characterized as pseudoscience', 18]","['Jennifer Brunner', 16]","['Green Party of the United States', 16]"
Coemgenus,911.0,History,People,Lists,Government,"['Ulysses S. Grant', 2063]","['Calvin Coolidge', 824]","['Historical list of the Catholic bishops of the United States', 814]","['Grover Cleveland', 568]","['List of Major League Baseball career triples leaders', 432]","['Benjamin Harrison', 422]","['James II of England', 419]","['John Sherman', 350]","['Rutherford B. Hayes', 323]","['Chester A. Arthur', 261]"
Coffee,1200.0,Civil rights movement,Society,History,Geography,"['Fannie Lou Hamer', 208]","['Unita Blackwell', 181]","['Ralph Abernathy', 170]","['2017 Westminster attack', 91]","['Martin Luther King Jr.', 80]","['J. Charles Jones', 73]","['2017 Saint Petersburg Metro bombing', 66]","['Sammy Younge Jr.', 57]","['White America, Inc.', 53]","['Civil rights movement', 50]"
Cohesion,805.0,Medicine,Religion,Science,Genetics,"['Cytogenetics', 24]","['Churches of Christ', 12]","['MD Anderson Cancer Center', 11]","['Karyotype', 9]","['Tay–Sachs disease', 9]","['Corrupted Blood incident', 8]","['Charles Moore', 7]","['Cory Doctorow', 7]","['Jeremy Zawodny', 7]","['Charles Moore (architect)', 6]"
Col,100.0,,,,,,,,,,,,,,
Colchicum,678.0,Geography,History,Politics,Military,"['Saint Petersburg', 414]","['Germany–Soviet Union relations, 1918–1941', 297]","['Karelian Isthmus', 283]","['Vladimir Putin', 137]","['Soviet deportations from Estonia', 132]","['Kosovo', 130]","[""Dissenters' March"", 114]","['Viipuri Province', 107]","['Johan Bäckman', 88]","['Estonian Soviet Socialist Republic', 80]"
Cold,143.0,Business,Economy,Information,Technology,"['Volt Germany', 5]","['Volt Europa', 2]","['Man-hour', 1]","['Volt (disambiguation)', 1]",,,,,,
Coldmachine,718.0,Education,Entertainment,Geography,Literature,"['Liverpool', 70]","['University of Oxford', 57]","['Calday Grange Grammar School', 56]","['Oxford Round Table', 46]","['Dune (novel)', 34]","['Play-by-mail game', 24]","['Portland, Oregon', 22]","['Lending library', 21]","['West Kirby', 18]","['Dichotomyctere ocellatus', 18]"
Coldupnorth,916.0,People,Education,History,Government,"['Winston Churchill', 308]","['Charles Edward Stuart', 237]","['Bill Clinton', 209]","['University College London', 206]","['Steven Spielberg', 155]","['Arthur Wellesley, 1st Duke of Wellington', 152]","['Poole', 150]","['Dalry, Edinburgh', 147]","['Livingston, West Lothian', 141]","['Witherby Publishing Group', 117]"
Colin,817.0,Health,List,Life,Science,"['Ketogenic diet', 401]","['List of people with epilepsy', 241]","['Epilepsy', 222]","['Tuberous sclerosis', 107]","['List of people with brain tumors', 86]","['Cass Review', 85]","['Timeline of tuberous sclerosis', 84]","['Seizure', 83]","['Coeliac disease', 74]","['Polio', 73]"
Colincbn,600.0,Science,Society,Philosophy,Other,"['National Institute for Basic Biology, Japan', 69]","['Mary G. Enig', 40]","['National Institutes of Natural Sciences, Japan', 36]","['Japanese Federation of the Deaf', 33]","['Tree shaping', 32]","['1-san', 24]","['Atheist feminism', 21]","['Weston A. Price Foundation', 21]","['Henry Morgan', 20]","['Cocchi Americano', 20]"
Collard,484.0,History,Government,Law,Religion,"[""King's Lynn railway station"", 122]","['Eric S. Raymond', 103]","['Range Rover Classic', 93]","['Pilot fish', 92]","['Cremation', 88]","['Yuppie', 75]","['Separation of church and state', 69]","['M11 link road protest', 64]","['National Council of Churches', 47]","['Track ballast', 45]"
Collect,727.0,Politics,Media,Economy,Society,"['List of nicknames of presidents of the United States', 352]","['Fascism', 193]","['Daily Mail', 190]","['Joe the Plumber', 176]","['Sarah Palin', 176]","['Prescott Bush', 165]","['Drudge Report', 141]","['Skull and Bones', 114]","['Joseph Widney', 113]","['John Birch Society', 102]"
Collectonian,100.0,,,,,,,,,,,,,,
Collingwood,400.0,Philosophy,Religion,Education,Humanities,"['Charles Dodgson (bishop)', 11]","['Minnie Haskins', 7]","['Charles Dodgson (priest)', 5]","['Charles Dodgson', 4]","['Duns Scotus', 2]","['Hana Maria Pravda', 2]","['John F. Sowa', 2]","['J. J. Sakurai', 2]","['Maurice Glasman, Baron Glasman', 1]","['Central Catholic Marianist High School', 1]"
