,username,total_score,categ1,categ2,categ3,categ4,idx_PV
2780,Filelakeshoe,1150.0,Culture,Music,Sports,Language,840.0
2781,Filiocht,633.0,Literature,Poetry,Philosophy,Arts,1709.0
2782,Filll,729.0,Science,Religion,Nature,List,1076.0
2783,Filmcom,564.0,Entertainment,Technology,Religion,Film,6744.0
2784,Filmnmusicritic,131.0,Entertainment,,,,4754.0
2785,Filnik,502.0,Gaming,Literature,Technology,Music,6532.0
2786,FinFangFoom,583.0,Education,People,Politics,History,4728.0
2787,FinalRapture,610.0,Entertainment,Sports,Mass media,Society,3553.0
2788,Finalnight,756.0,Sports,Business,Technology,Entertainment,2110.0
2789,Finavon,723.0,Geography,Transportation,Nature,Engineering,5795.0
2790,Fineday,247.0,People,Government,Culture,Other,7087.0
2791,Finell,794.0,Science,Philosophy,History,Arts,5282.0
2792,Finetooth,716.0,Geography,Nature,History,Entertainment,5141.0
2793,FingersOnRoids,102.0,,,,,2364.0
2794,Fingerz,821.0,Science,Culture,Health,Lists,
2795,Finishedwithschool,161.0,,,,,6389.0
2796,Finlay,422.0,Lists,Culture,Society,Media,
2797,Finnancier,546.0,Economy,Finance,Business,Law,6726.0
2798,Finnrind,622.0,History,Culture,Politics,People,4351.0
2799,Finns,620.0,Sports,Business,Communication,Technology,
2800,Fir0002,617.0,Nature,Animals,Geography,Life,4432.0
2801,Fire,100.0,,,,,
2802,Firebat08,638.0,History,Education,Military,Politics,2669.0
2803,Firebug,623.0,Law,Religion,Economics,Government,4126.0
2804,Fireduck,207.0,Geology,Science,Religion,Geography,6001.0
2805,Firefly,1126.0,Business,Communication,Information,Law,
2806,Firefly322,627.0,Philosophy,Religion,Science,Society,4068.0
2807,Firefoxman,102.0,,,,,2023.0
2808,Fireplace,723.0,Health,Human behavior,Sociology,Culture,4868.0
2809,Firestorm,105.0,Other,,,,1224.0
2810,Firsfron,1061.0,Media,History,Technology,Nature,335.0
2811,First,102.0,Law,Politics,Society,Culture,
2812,FirstPrinciples,655.0,Medicine,Environment,Technology,Conspiracy theories,7270.0
2813,Fisenko,656.0,History,Government,People,Culture,3428.0
2814,Fish and karate,1222.0,Entertainment,People,Culture,History,1381.0
2815,Fishboy,246.0,Politics,Military,Mass media,Law,6038.0
2816,FisherQueen,1034.0,Entertainment,Society,People,Lists,4666.0
2817,Fishpaste,132.0,,,,,7358.0
2818,Fitzpatrickjm,543.0,Food and drink,Business,Geography,Culture,6027.0
2819,Five,167.0,History,Military,Conflict,,
2820,Fiveby,698.0,Science,Nature,Concepts,Geography,
2821,Fixman,611.0,Technology,Internet,Government,Other,5828.0
2822,Fjmustak,645.0,Politics,History,Geography,Military,5838.0
2823,Fladrif,613.0,Health,Philosophy,Education,Religion,1801.0
2824,Flailing,100.0,,,,,
2825,Flameviper,591.0,Entertainment,Nature,Concepts,Sports,6766.0
2826,Flaming,717.0,Education,Mass media,Business,Law,1274.0
2827,Flamurai,635.0,Entertainment,Sports,History,Music,7148.0
2828,FlavrSavr,617.0,Geography,People,Politics,Culture,4389.0
2829,Flcelloguy,975.0,Government,United States History,Technology,Arts,317.0
2830,FleetCommand,775.0,Technology,Internet,Software,Lists,3863.0
2831,Fleetflame,736.0,Nature,Geography,Environment,History,2620.0
2832,Flehmen,399.0,Engineering,Science,Education,Astronomy,7187.0
2833,Flesh-n-Bone,644.0,Entertainment,Music,Culture,People,2356.0
2834,Flewis,928.0,Politics,Culture,History,Crime,1028.0
2836,Flex,778.0,Religion,Philosophy,History,Literature,6284.0
2837,Flffy'd,604.0,Geography,Sports,Religion,Environment,4585.0
2838,Flibirigit,937.0,Sports,Entertainment,History,Lists,6079.0
2839,Flightx52,626.0,Mass media,Education,Entertainment,People,5945.0
2840,FloNight,870.0,History,Society,Culture,Other,253.0
2841,Floaterfluss,644.0,Music,Human behavior,Arts,Other,6871.0
2842,Floating Boat,670.0,Entertainment,History,Internet,Sports,1914.0
2843,Flockmeal,598.0,Science,Politics,World leaders,Technology,5562.0
2844,Flooey,463.0,Information,Internet,Engineering,Business,5354.0
2845,Floquenbeam,1189.0,Humanities,Engineering,Society,Culture,1069.0
2846,Floria,100.0,,,,,
2847,Floridian,722.0,News and media,Location-based topics (Geography),Politics,Government,
2848,Floridianed,457.0,Politics,Geography,Entertainment,Food and drink,5385.0
2849,Floul1,720.0,Sports,History,Technology,People,3113.0
2850,Flowerparty,755.0,Music,Arts,Culture,Food and drink,1054.0
2851,Flowerpotman,934.0,History,Science,People,Government,1917.0
2852,Flubeca,725.0,Education,Military,Mass media,Nature,1723.0
2853,Fluffernutter,1103.0,People,Life,Entertainment,Arts,1131.0
2855,FluffyPug,318.0,Technology,Culture,Information,Internet,7277.0
2856,Fluzwup,672.0,Military,Concepts,Technology,Law,7113.0
2857,Flyer22 Frozen,,Human behavior,Media,Arts,People,
2858,Flyguy649,1025.0,Sports,Geography,Transportation,Science,1089.0
2859,FlyingPuppy2,145.0,Animals,,,,7445.0
2860,FlyingToaster,978.0,People,Religion,Mass media,Literature,283.0
2861,Flyingtoaster1337,640.0,Business,Entertainment,Education,Society,2311.0
2862,Fmph,614.0,Education,Culture,History,Geography,5946.0
2863,Fneep,432.0,Entertainment,Food and drink,Nature,Military,6571.0
2864,Fnlayson,932.0,Technology,Engineering,Business,Military,3785.0
2865,FoeNyx,464.0,Geography,Culture,History,Society,6202.0
2866,Fogster,636.0,Education,Government,People,Other,5504.0
2867,Folajimi,689.0,Music,Human behavior,Lists,Politics,3192.0
2868,Folantin,658.0,Arts,Literature,History,Entertainment,620.0
2869,Folic,100.0,,,,,
2870,Folken,102.0,Science,,,,
2871,Folksong,625.0,Politics,Business,Media,Time,3049.0
2872,Footyfanatic3000,638.0,Geography,Economy,Transportation,Business,5286.0
2873,Ford,509.0,,,,,3585.0
2874,Fordmadoxfraud,1014.0,History,People,Lists,Entertainment,2079.0
2875,Foregone conclusion,620.0,Education,Sports,History,Society,
2876,Forenti,660.0,Geography,Education,Culture,Fashion,3249.0
2877,ForestH2,660.0,Entertainment,Television,Film,Nature,448.0
2878,Forgone,117.0,Politics,,,,
2879,Forgot,118.0,Religion,Philosophy,,,
2880,FormerEditor2718,687.0,Entertainment,Technology,Society,Information,
2881,FormerIP,721.0,Politics,Music,Fascism,Society,5246.0
2882,Fortunecookie289,538.0,Health,Sports,Food,Fiction,4706.0
2883,Forty,108.0,Space,,,,
2884,Fossa,489.0,Religion,Sociology,Medicine,Pandemic,6566.0
2885,Foundby,431.0,Technology,History,Economy,Psychology,5234.0
2886,Fowler&fowler,907.0,History,Culture,Geography,Society,3223.0
2887,Fox,1113.0,Sports,Music,Culture,Education,627.0
2889,Foxj,105.0,,,,,1418.0
2890,Foxy,100.0,,,,,
2891,Fpahl,440.0,Politics,Science,Nature,Military,7437.0
2892,Fr33kman,831.0,Health,People,Technology,Other,1185.0
2893,Fraggle81,701.0,Television,Places,Amusement,People,5312.0
2894,Fram,,Literature,Arts,Lists,Culture,
2895,Fran,100.0,,,,,
2896,Fran Rogers,894.0,Human behavior,People,Culture,Technology,3872.0
2897,Franamax,858.0,Cities,Education,Anatomy,Robotics,1401.0
2898,France3470,904.0,Engineering,History,Geography,Culture,4842.0
2899,FrancisTyers,721.0,Language,Politics,Religion,Environment,1909.0
2900,Francisco,100.0,,,,,
2901,Francium12,100.0,,,,,1063.0
2902,FrancoGG,646.0,Animals,Entertainment,Internet,Other,3289.0
2903,Francs2000,855.0,Geography,History,Culture,Lists,488.0
2904,Frank,1051.0,Politics,Economy,Business,Education,171.0
2906,FrankTobia,806.0,Economics,Law,Intellectual property,Philosophy,953.0
2907,FrankWilliams,681.0,Entertainment,Sports,Military,Nature,7334.0
2908,FrankZappo,257.0,Internet,Other,,,4612.0
2909,Frankie,681.0,Music,Film,People,Society,1958.0
2910,Franzeska,432.0,Food and drink,Culture,History,Lists,5787.0
2911,Fraudy,704.0,Education,Business,Accounting,Audit,2208.0
2912,Frazzydee,846.0,Politics,History,Disaster,Geography,2202.0
2913,Frcm1988,610.0,Music,Entertainment,Pop culture,,4278.0
2914,Freakatone,163.0,Geography,Entertainment,Health,Nature,1790.0
2915,Freakofnurture,862.0,Politics,Mass media,Sports,Culture,1235.0
2916,Fred,105.0,People,Other,,,
2917,Fred.e,528.0,Science,Environment,Indigenous culture,Arts,3260.0
2918,FredZ,587.0,Lists,Entertainment,Medicine,Social issues,6088.0
2919,Fredddie,925.0,Transportation,Geography,History,Infrastructure,6428.0
2920,FrederalBacon,1005.0,Politics,People,Entertainment,Society,
2921,Fredil,103.0,,,,,4907.0
2922,Fredil Yupigo,612.0,Entertainment,Science,Health,Education,2170.0
2923,Fredrik,719.0,Technology,Religion,Philosophy,Mathematics,2608.0
2924,Fredwall,252.0,Religion,History,,,6542.0
2925,FreeRangeFrog,1094.0,Biography,Mass media,History,Culture,3029.0
2926,Freederick,626.0,Science,Concepts,Architecture,Other,6785.0
2927,Freedom,108.0,Politics,Philosophy,Society,History,
2928,FreelanceWizard,646.0,Technology,Science,Health,Lists,4229.0
2929,Freestyle.king,113.0,Concepts,Other,,,6661.0
2930,Freestylefrappe,713.0,Religion,History,Politics,Culture,604.0
2931,Frehley,946.0,Entertainment,People,Other,,3209.0
2932,Frelke,610.0,Education,Government,Geography,Society,5639.0
2933,Frenchman113,614.0,Mass media,Entertainment,Sports,Technology,3268.0
2934,FreplySpang,894.0,History,Politics,Culture,Concepts,616.0
2935,Freqsh0,598.0,Technology,Science,Lists,Culture,5382.0
2936,Friarslantern,488.0,Health,Philosophy,Nature,Other,4967.0
2937,Fribbler,757.0,Geography,History,Society,Culture,2061.0
2938,Frickative,779.0,Entertainment,Mass media,Lists,Sports,5517.0
2939,Frickeg,798.0,Politics,Government,Economy,Society,5281.0
2940,Fridae'sDoom,104.0,,,,,1220.0
2941,Friday,798.0,Technology,Nature,Internet,Other,151.0
2942,FriedMilk,601.0,Technology,Concepts,Games,Lists,7135.0
2943,Friejose,645.0,Sports,People,Culture,Geography,4816.0
2944,FrigidNinja,769.0,Nature,Human behavior,Engineering,Life,5245.0
2945,Frise,430.0,Entertainment,People,Culture,History,1410.0
2946,Fritzpoll,862.0,Politics,Media,Society,Philosophy,982.0
2947,Frmatt,838.0,Health,Technology,Government,Religion,3739.0
2948,Frod,,Education,Law,Business,Technology,
2949,Froggy,116.0,Technology,Internet,,,3123.0
2950,Froggydarb,525.0,Nature,Animals,Geography,,3242.0
2951,Frood,1022.0,Entities,Education,Government,Technology,1713.0
2953,Fropuff,655.0,Mathematics,Science,Engineering,Concepts,3576.0
2954,Frosty,897.0,Business,Communication,Entertainment,Technology,
2955,Frozen,112.0,Entertainment,Mass media,Culture,,
2956,FrozenPurpleCube,606.0,Entertainment,Lists,Games,Technology,2927.0
2957,FrozenUmbrella,483.0,Culture,Entertainment,Philosophy,History,
2958,Frozenevolution,550.0,Food and drink,Culture,Media,Nature,3991.0
2959,FrummerThanThou,709.0,Human behavior,Philosophy,Religion,Culture,4789.0
2961,Fsotrain09,659.0,Politics,History,Law,Geography,5451.0
2962,Fthepostingquota,321.0,Sports,Entertainment,Mass media,People,4289.0
2963,FuelWagon,617.0,Law,Science,Philosophy,Religion,5883.0
2964,Fuelbottle,582.0,Biology,Health,Technology,Nature,7181.0
2965,Fuhghettaboutit,1041.0,Sports,People,Birds,Animals,2231.0
2966,Fullstop,720.0,Religion,History,Culture,Society,3803.0
2967,Fumitol,908.0,Entertainment,Lists,Geography,Other,3386.0
2968,FunPika,863.0,Sports,Entertainment,Gaming,Television,2489.0
2969,Funandtrvl,,Tourism,Geography,Education,Lists,
2970,Func,806.0,Media,Law,Health,Philosophy,1147.0
2971,Funeral,680.0,Music,Entertainment,People,History,5274.0
2972,FunkyFly,554.0,History,Culture,Politics,Society,2871.0
2973,FunnyMan3595,,Mathematics,Philosophy,History,Other,
2974,Funnybunny,744.0,History,People,Sports,Society,1884.0
2975,Funper,515.0,Music,List,Culture,Arts,6159.0
2976,FuriousFreddy,775.0,Entertainment,Music,Television,Film,6862.0
2977,FusionChamber,105.0,,,,,5536.0
2978,FusionLord,514.0,Society,Entertainment,Education,Culture,
2979,Fusionmix,809.0,Entertainment,Technology,People,Science,1310.0
2981,Future54,277.0,Transportation,Economy,Culture,Food and drink,7344.0
2982,FutureNJGov,,Sports,Culture,Society,Media,
2983,Futurebird,752.0,Sociology,Health,Politics,Media,4956.0
2984,Fuzbaby,573.0,Medicine,Geography,Government,Health,5161.0
2985,Fuzheado,1188.0,News,Law,Military,Internet,2448.0
2986,Fuzzie,658.0,Entertainment,Technology,Internet,Other,3907.0
2987,Fvasconcellos,,Health,Medicine,Law,Science,
2988,Fvw,942.0,Politics,History,Society,Culture,3262.0
2989,Fys,897.0,Government,Politics,History,Society,2509.0
2990,Fysidiko,192.0,Business,Entertainment,Science,Nature,7357.0
2991,Fyslee,114.0,,,,,2456.0
2992,Fæ,,History,Art,Archaeology,Culture,
2993,G-Dett,634.0,Politics,History,Religion,Military,2165.0
2994,G-Man,671.0,Geography,History,Government,Society,5921.0
2995,G.A.S,749.0,Entertainment,Technology,Business,Other,5917.0
2996,G1ggy,102.0,,,,,806.0
2997,GAThrawn22,,Science,Biology,Medicine,Health,
2998,GBenemy,573.0,Culture,Geography,Entertainment,People,6907.0
2999,GCFreak2,672.0,Transportation,Technology,Entities,Economy,3989.0
3000,GChriss,634.0,Education,Government,Society,People,1584.0
3001,GDonato,,Military,Entertainment,Religion,Law,
3002,GFHandel,706.0,Music,Entertainment,Literature,,3103.0
3004,GGG65,429.0,Gaming,Science,Publishing,Information,5808.0
3005,GHcool,802.0,Politics,Conflict,Society,History,4008.0
3006,GHe,688.0,Culture,Education,Technology,Literature,153.0
3007,GIen,,Media,,,,
3008,GJGardner,424.0,Government,Politics,Economy,Society,4410.0
3009,GK,643.0,Language,Literature,Geography,History,5206.0
3010,GLFan151,146.0,Entertainment,History,Geography,,3248.0
3011,GMolewaterdelaRiveBox,113.0,,,,,4375.0
3012,GRB1972,507.0,Economy,Geography,Transportation,Society,3114.0
3013,GRBerry,751.0,Law,Geography,History,Culture,542.0
3014,GRider,609.0,Education,People,Society,Lists,4368.0
3015,GRuban,914.0,Other,Media,Philosophy,People,2009.0
3016,GSK,,Technology,Entertainment,Internet,Science,
3017,GT,100.0,,,,,1103.0
3018,GT5162,639.0,Business,Geography,People,Nature,985.0
3019,GTBacchus,904.0,Culture,History,Philosophy,Drugs,1825.0
3020,GW,108.0,Politics,Philosophy,Psychology,History,
3021,Gabbec,,Politics,Sports,History,Government,
3022,GabeMc,766.0,Music,Entertainment,Culture,People,718.0
3023,GabrielF,863.0,Society,History,Politics,Religion,3156.0
3024,Gabriele449,103.0,,,,,2502.0
3025,Gadfium,,Geography,Culture,Education,Government,
3026,Gadget850,797.0,Lists,Other,Military,Organizations,4269.0
3027,Gadig,538.0,History,Culture,Education,Travel,3322.0
3028,Gadykozma,599.0,Science,Philosophy,History,Law,4592.0
3029,Gaelen,0.0,,,,,
3030,Gaff,,Nature,Life,Biology,Environment,
3031,Gaijin42,1059.0,Politics,Law,Society,Crime,5239.0
3032,Gaillimh,626.0,History,Culture,People,Literature,546.0
3033,GainLine,822.0,Sports,Business,History,People,6404.0
3034,Galactor213,612.0,Mass media,Entertainment,Religion,Politics,5947.0
3035,Gallaghp,,Entertainment,Military,Nature,Society,
3036,Gallileo2k,792.0,Geography,Culture,History,Politics,
3037,Galloglass,686.0,Geography,History,Government,Technology,6497.0
3038,Gamaliel,1106.0,History,Politics,Law,Media,1275.0
3039,GameKeeper,652.0,Biology,Food and drink,Economy,Information,3778.0
3040,Gamer112,427.0,Technology,Military,Culture,Science,4540.0
3041,Gamer28,,Technology,Entertainment,Other,,
3042,GamerPro64,824.0,Technology,Entertainment,Lists,Other,3362.0
3043,Gandalf61,730.0,Mathematics,Science,Nature,Concepts,4293.0
3044,Gandalfxviv,499.0,Religion,Mathematics,Law,Philosophy,5805.0
3045,Gandoman,277.0,Mass media,Sports,History,Nature,4098.0
3046,Gandydancer,,Politics,Society,Environment,Health,
3047,Ganeshk,883.0,Government,Geography,Economy,Culture,876.0
3048,Ganfon,737.0,Entertainment,History,Education,Other,402.0
3049,Gangleri,139.0,,,,,7189.0
3050,GangstaEB,,Entertainment,Education,People,Other,
3051,Ganryuu,705.0,Entertainment,Information,Technology,Culture,6737.0
3052,Ganymead,624.0,History,Culture,Society,Philosophy,3140.0
3053,Garamond,102.0,,,,,
3054,Garcilaso,600.0,Architecture,Art,History,Culture,6086.0
3055,Gareon,419.0,Government,History,Economy,Culture,5582.0
3056,Gareth,715.0,Transportation,Geography,Technology,Lists,
3057,Gargaj,,Entertainment,Sports,Culture,Media,
3058,Garglebutt,639.0,Food and drink,Education,Geography,Technology,3407.0
3059,Garion96,939.0,People,History,Media,Health,94.0
3060,Garlikguy2,441.0,Technology,Law,Military,Politics,5508.0
3061,Garrickdaft,409.0,Human behavior,Sports,Health,,5389.0
3062,Garrondo,,Health,Psychology,Society,Culture,
3063,Gary,1132.0,Internet,Business,Science,Entertainment,
3064,Gary Kirk,602.0,Arts and entertainment,Education,People,Culture,3250.0
3065,GaryColemanFan,1002.0,Entertainment,Sports,Media,,3889.0
3066,Garykirk,103.0,,,,,3572.0
3067,Garyww67,181.0,Literature,Film,Geography,Transportation,3846.0
3068,Garzo,,Culture,History,People,Language,
3069,Gateman1997,809.0,Sports,Entertainment,Geography,Technology,2372.0
3070,Gatoclass,954.0,Engineering,Military,Nature,Science,1312.0
3071,Gator1,930.0,Religion,Society,Politics,Animals,424.0
3072,Gaurav1146,582.0,Culture,Science,People,Media,4444.0
3073,Gavbadger,,Military,Government,Lists,History,
3074,Gaviidae,468.0,Health,Geography,Concepts,Science,6458.0
3075,Gavin.collins,651.0,Business,Law,Information,Entertainment,2623.0
3076,Gaz,,Mass media,Entertainment,,,
3077,Gazimoff,850.0,Technology,Entertainment,Games,Society,576.0
3078,Gazwim,348.0,Business,Automobiles,Technology,Lists,7325.0
3079,Gblaz,701.0,Geography,Government,Mass media,Science,3461.0
3080,Gcbirzan,,History,Politics,Society,Law,
3081,Gdk411,558.0,Education,Sports,Military,Health,4832.0
3082,Gdr,820.0,Military,Language,Time,Nature,4339.0
3083,Geaugagrrl,104.0,,,,,7047.0
3084,GeeAlice,422.0,Philosophy,Animals,Environment,Sociology,6136.0
3085,GeeJo,764.0,Advertisement,War,Religion,Universe,2002.0
3086,Geedubber,478.0,Entertainment,Biography,Technology,Fiction,2898.0
3087,Gego,532.0,Literature,Law,History,Culture,6236.0
3088,Gene,482.0,Science fiction,History,Politics,Society,
3089,General,108.0,Education,,,,
3090,GeneralCheese,637.0,Culture,Technology,Entertainment,History,4321.0
3091,GeneralIroh,,Society,Entertainment,Military,Geography,
3092,GeneralPatton,680.0,Military,History,Politics,Science,1317.0
3093,Geneviève,506.0,Fashion,Film,Arts,Society,4134.0
3094,GenghizRat,281.0,Other,,,,5792.0
3095,Geni,1190.0,Medicine,Culture,Government,Religion,808.0
3096,Geniac,,Entertainment,People,Business,Society,
3097,Genius101,706.0,Sports,People,Geography,Society,3598.0
3098,Gentgeen,845.0,Religion,History,Education,Geography,2711.0
3099,GentlemanGhost,949.0,Entertainment,History,Culture,People,7129.0
3100,Geo.plrd,,Geography,Entertainment,History,Government,
3101,Geoff Plourde,648.0,Military,History,Science,Technology,
3102,Geoffrey,100.0,,,,,
3103,Geoffspear,694.0,Sports,Society,Education,Entertainment,4249.0
3104,Geogre,846.0,Literature,History,Arts,Philosophy,262.0
3105,Geohevy,,Film,History,Animals,Science,
3106,Geologyguy,616.0,Nature,Energy,Geography,Geology,3840.0
3107,Geometry,0.0,,,,,
3108,George,598.0,Politics,Culture,Religion,Military,
3109,GeorgeMoney,,Entertainment,Television,Music,People,
3110,GeorgeStepanek,705.0,Health,Sports,Society,Anatomy,4959.0
3111,Georgewilliamherbert,955.0,,,,,801.0
3112,Geraldk,,History,Government,Law,Education,
3113,GerardM,782.0,Academic disciplines,Science,Technology,Nature,3832.0
3114,Geronimo20,114.0,Nature,Geography,Ecology,,4851.0
3115,Gerry D,668.0,Sports,History,Geography,Politics,
3116,Geschichte,1100.0,Society,Sports,History,Other,3971.0
3117,Getcrunk,670.0,Entertainment,People,Culture,Media,1532.0
